district,date,min-temp,max-temp
Khammam,2020-02-11,23.6,31.7
Khammam,2020-02-12,22.6,32.9
Khammam,2020-02-13,22.2,34.6
Khammam,2020-02-14,21.8,35.3
Khammam,2020-02-15,20.7,35.9
Khammam,2020-02-16,21.9,37.3
Khammam,2020-02-17,21.8,36.8
Khammam,2020-02-18,21.8,36.3
Khammam,2020-02-19,22.4,36.4
Khammam,2020-02-20,22.4,35.6
Khammam,2020-02-21,21.8,35.3
Khammam,2020-02-22,20.5,34.9
Khammam,2020-02-23,21.8,35.2
Khammam,2020-02-24,22.4,36.2
Khammam,2020-02-25,22.5,36.8
Khammam,2020-02-26,22.7,35.4
Khammam,2020-02-27,24.7,35.4
Khammam,2020-02-28,22.4,36.5
Khammam,2020-02-29,22.4,35.2
Khammam,2020-03-01,22.4,37.3
Khammam,2020-03-02,22.9,35.7
Khammam,2020-03-03,22.4,35.6
Khammam,2020-03-04,24.3,36.3
Khammam,2020-03-05,24.7,37
Khammam,2020-03-06,25.4,35.9
Khammam,2020-03-07,25.4,35.7
Khammam,2020-03-08,24.5,33.1
Khammam,2020-03-09,24.3,35.3
Khammam,2020-03-10,24.4,35.5
Khammam,2020-03-11,24.7,37.7
Khammam,2020-03-12,24.7,36.2
Khammam,2020-03-13,24.9,37.5
Khammam,2020-03-14,23,37.8
Khammam,2020-03-15,22.4,37.1
Khammam,2020-03-16,24.8,37
Khammam,2020-03-17,24.9,38
Khammam,2020-03-18,24.2,38.1
Khammam,2020-03-19,24.9,37.8
Khammam,2020-03-20,24.9,38.3
Khammam,2020-03-21,24.9,37.8
Khammam,2020-03-22,24.9,38.2
Khammam,2020-03-23,24.9,37.8
Khammam,2020-03-24,24.9,37.3
Khammam,2020-03-25,24.9,37.8
Khammam,2020-03-26,24.9,39.3
Khammam,2020-03-27,24.9,38.1
Khammam,2020-03-28,24.6,38.9
Khammam,2020-03-29,24.9,39.3
Khammam,2020-03-30,24.9,40.7
Khammam,2020-03-31,25.1,39.5
Khammam,2020-05-01,27.5,40.7
Khammam,2020-05-02,27.9,42.4
Khammam,2020-05-03,27.6,39.9
Khammam,2020-05-04,28.9,42.8
Khammam,2020-05-05,30,41.9
Khammam,2020-05-06,28.3,41.8
Khammam,2020-05-07,28.4,41.8
Khammam,2020-05-08,28.5,40.4
Khammam,2020-05-09,28.5,41.6
Khammam,2020-05-10,30.4,42.8
Khammam,2020-05-11,27.7,40.8
Khammam,2020-05-12,27.8,41.4
Khammam,2020-05-13,28.5,41.8
Khammam,2020-05-14,28.8,41.4
Khammam,2020-05-15,28.5,42.5
Khammam,2020-05-16,30,41.8
Khammam,2020-05-17,26.2,42.1
Khammam,2020-05-18,28.6,41
Khammam,2020-05-19,29.2,41.8
Khammam,2020-05-20,28.7,40.6
Khammam,2020-05-21,29.9,44
Khammam,2020-05-22,28.6,44.8
Khammam,2020-05-23,31.1,45.3
Khammam,2020-05-24,31.1,44
Khammam,2020-05-25,31.1,43
Khammam,2020-05-26,32.4,41.5
Khammam,2020-05-27,31.1,41.4
Khammam,2020-05-28,32.7,42.1
Khammam,2020-05-29,32.2,43.9
Khammam,2020-05-30,30.1,44.6
Khammam,2020-05-31,30.3,41.3
Khammam,2020-04-01,24.9,39.4
Khammam,2020-04-02,24.9,40.2
Khammam,2020-04-03,25.5,40.1
Khammam,2020-04-04,24.9,38.6
Khammam,2020-04-05,24.9,38.1
Khammam,2020-04-06,26.5,39.3
Khammam,2020-04-07,27.5,38.9
Khammam,2020-04-08,27.5,39.3
Khammam,2020-04-09,27.1,40.3
Khammam,2020-04-10,22.4,37.8
Khammam,2020-04-11,25,39.3
Khammam,2020-04-12,25.8,39.5
Khammam,2020-04-13,25.1,40.2
Khammam,2020-04-14,24.9,41.4
Khammam,2020-04-15,25,39.9
Khammam,2020-04-16,24.6,39.2
Khammam,2020-04-17,25.8,39.1
Khammam,2020-04-18,26.8,39.7
Khammam,2020-04-19,25.8,39.1
Khammam,2020-04-20,25.7,39
Khammam,2020-04-21,25.4,39.8
Khammam,2020-04-22,26.8,39.4
Khammam,2020-04-23,27.2,39.9
Khammam,2020-04-24,27.9,40.7
Khammam,2020-04-25,28.1,40.4
Khammam,2020-04-26,27,41.7
Khammam,2020-04-27,27.7,39.6
Khammam,2020-04-28,26.9,38.2
Khammam,2020-04-29,25,39.6
Khammam,2020-04-30,26.6,39.8
Khammam,2020-07-01,27.6,38
Khammam,2020-07-02,27.5,37.2
Khammam,2020-07-03,27.6,37.66666667
Khammam,2020-07-04,25.9,36.65
Khammam,2020-07-05,25,34.43333333
Khammam,2020-07-06,25,30.36666667
Khammam,2020-07-07,27.6,32.65
Khammam,2020-07-08,27.5,36.7
Khammam,2020-07-09,27.5,36.8
Khammam,2020-07-10,26,36.75
Khammam,2020-07-11,27.3,34.43333333
Khammam,2020-07-12,27.5,36.9
Khammam,2020-07-13,25.2,37.23333333
Khammam,2020-07-14,25,35.2
Khammam,2020-07-15,26,34.43333333
Khammam,2020-07-16,25.2,30.03333333
Khammam,2020-07-17,25.75,32.6
Khammam,2020-07-18,27.25,36.6
Khammam,2020-07-19,27.6,36.63333333
Khammam,2020-07-20,28.03333333,37.5
Khammam,2020-07-21,27.5,35.6
Khammam,2020-07-22,28.3,37.4
Khammam,2020-07-23,27.4,37.8
Khammam,2020-07-24,25,29.33333333
Khammam,2020-07-25,27.1,34.5
Khammam,2020-07-26,27.55,35.9
Khammam,2020-07-27,27.5,37.8
Khammam,2020-07-28,28.3,37.9
Khammam,2020-07-29,27,37.9
Khammam,2020-07-30,27.6,37.8
Khammam,2020-07-31,28.2,38
Khammam,2020-08-01,28.5,37.5
Khammam,2020-08-02,26.36666667,37.9
Khammam,2020-08-03,27.66666667,37.8
Khammam,2020-08-04,27.13333333,34.6
Khammam,2020-08-05,27.5,32.96666667
Khammam,2020-08-06,27.15,32.8
Khammam,2020-08-07,28.4,37.5
Khammam,2020-08-08,28.7,36.43333333
Khammam,2020-08-09,29.76666667,36.63333333
Khammam,2020-08-10,26.4,34.35
Khammam,2020-08-11,26.4,31.6
Khammam,2020-08-12,27,35.5
Khammam,2020-08-13,25.8,30.1
Khammam,2020-08-14,25,29.43333333
Khammam,2020-08-15,25,28.8
Khammam,2020-08-16,24.95,27.1
Khammam,2020-08-17,25,28.3
Khammam,2020-08-18,26.2,33.2
Khammam,2020-08-19,25.96666667,33.3
Khammam,2020-08-20,25.05,29.1
Khammam,2020-08-21,24.83333333,28.05
Khammam,2020-08-22,26,32.9
Khammam,2020-08-23,27.55,33.8
Khammam,2020-08-24,27.3,36.55
Khammam,2020-08-25,27.6,35.7
Khammam,2020-08-26,27.7,35.8
Khammam,2020-08-27,25,32.65
Khammam,2020-08-28,25,32.3
Khammam,2020-08-29,25.85,35.3
Khammam,2020-08-30,27.55,37.5
Khammam,2020-08-31,27.6,37.9
Khammam,2020-09-01,27.6,37.8
Khammam,2020-09-02,28.1,36.6
Khammam,2020-09-03,27.6,36.8
Khammam,2020-09-04,27.6,37.9
Khammam,2020-09-05,27.6,37.6
Khammam,2020-09-06,27.6,37.5
Khammam,2020-09-07,27.6,37.8
Khammam,2020-09-08,27.6,38.1
Khammam,2020-09-09,27.6,37.9
Khammam,2020-09-10,28.4,37.9
Khammam,2020-09-11,27.6,37.9
Khammam,2020-09-12,25.8,37.9
Khammam,2020-09-13,25.7,35.4
Khammam,2020-09-14,26.4,32.4
Khammam,2020-09-15,26.6,35.4
Khammam,2020-09-16,27.6,35.4
Khammam,2020-09-17,27.6,35.6
Khammam,2020-09-18,27.6,34.2
Khammam,2020-09-19,27.6,37.4
Khammam,2020-09-20,27.3,35.3
Khammam,2020-09-21,26.2,35.4
Khammam,2020-09-22,27.5,33.4
Khammam,2020-09-23,27.6,32.6
Khammam,2020-09-24,27.6,33.3
Khammam,2020-09-25,27.6,35.7
Khammam,2020-09-26,25,35.5
Khammam,2020-09-27,25.5,28.9
Khammam,2020-09-28,27.6,35.2
Khammam,2020-09-29,27.5,36
Khammam,2020-09-30,25,35.4
Khammam,2020-10-01,25.9,35.1
Khammam,2020-10-02,27.5,35.6
Khammam,2020-10-03,27.9,35.8
Khammam,2020-10-04,27.7,37.3
Khammam,2020-10-05,27.5,35.3
Khammam,2020-10-06,27.6,35.7
Khammam,2020-10-07,27,35.6
Khammam,2020-10-08,26.2,34.9
Khammam,2020-10-09,27.6,35.4
Khammam,2020-10-10,26.8,35.4
Khammam,2020-10-11,25,35.1
Khammam,2020-10-12,26.3,32.9
Khammam,2020-10-13,25.9,32.9
Khammam,2020-10-14,25.6,28.2
Khammam,2020-10-15,25,32.6
Khammam,2020-10-16,26.2,34.4
Khammam,2020-10-17,26.8,35.3
Khammam,2020-10-18,25.9,35.7
Khammam,2020-10-19,26.5,36.3
Khammam,2020-10-20,26.4,35.8
Khammam,2020-10-21,27,32.7
Khammam,2020-10-22,26.8,35.6
Khammam,2020-10-23,25.1,35.6
Khammam,2020-10-24,25,35.6
Khammam,2020-10-25,24.9,35.5
Khammam,2020-10-26,23.9,35.9
Khammam,2020-10-27,24.7,35.5
Khammam,2020-10-28,23.8,35.5
Khammam,2020-10-29,24.9,35.9
Khammam,2020-10-30,24.4,36.1
Khammam,2020-10-31,23.2,35.6
Khammam,2020-11-01,23.2,35
Khammam,2020-11-02,23.8,36.4
Khammam,2020-11-03,24.8,36.2
Khammam,2020-11-04,26.7,36.3
Khammam,2020-11-05,22.4,33.3
Khammam,2020-11-06,25.6,35.8
Khammam,2020-11-07,25.7,35.4
Khammam,2020-11-08,24.4,35.6
Khammam,2020-11-09,21.8,35.1
Khammam,2020-11-10,19.9,34.7
Khammam,2020-11-11,21.5,34.4
Khammam,2020-11-12,25.4,34.6
Khammam,2020-11-13,24.3,33.5
Khammam,2020-11-14,22.6,35.8
Khammam,2020-11-15,22.5,35.9
Khammam,2020-11-16,25.8,36
Khammam,2020-11-17,23.1,33.9
Khammam,2020-11-18,23.5,35.8
Khammam,2020-11-19,24.8,36.4
Khammam,2020-11-20,23.5,36.3
Khammam,2020-11-21,22.5,36.1
Khammam,2020-11-22,23,36.3
Khammam,2020-11-23,23.9,36.2
Khammam,2020-11-24,23.4,33.6
Khammam,2020-11-25,21.5,32.8
Khammam,2020-11-26,23.9,33.2
Khammam,2020-11-27,22.7,26.3
Khammam,2020-11-28,21.6,25.6
Khammam,2020-11-29,24.1,31.1
Khammam,2020-11-30,21.8,35.4
Khammam,2020-12-01,21.8,35.9
Khammam,2020-12-02,20.7,34.8
Khammam,2020-12-03,21.5,34.6
Khammam,2020-12-04,21.9,33.3
Khammam,2020-12-05,21.8,35.8
Khammam,2020-12-06,21.6,35
Khammam,2020-12-07,21.8,35.5
Khammam,2020-12-08,20.7,35.4
Khammam,2020-12-09,18.4,35.2
Khammam,2020-12-10,19.6,35.3
Khammam,2020-12-11,20.6,35.3
Khammam,2020-12-12,21.8,34.2
Khammam,2020-12-13,21,33.6
Khammam,2020-12-14,20.9,35
Khammam,2020-12-15,20,35
Khammam,2020-12-16,21.9,33.4
Khammam,2020-12-17,21.9,33.5
Khammam,2020-12-18,22.4,35
Khammam,2020-12-19,21.3,34.4
Khammam,2020-12-20,21.5,35.3
Khammam,2020-12-21,17.9,33.3
Khammam,2020-12-22,16.8,33.3
Khammam,2020-12-23,18.2,32.5
Khammam,2020-12-24,19.3,31.8
Khammam,2020-12-25,19.7,32.5
Khammam,2020-12-26,19.4,31.9
Khammam,2020-12-27,19.7,32.8
Khammam,2020-12-28,19.6,33.3
Khammam,2020-12-29,19.4,34.6
Khammam,2020-12-30,19.4,35.6
Khammam,2020-12-31,20.9,32.8
Khammam,2019-01-01,15.405,32.14
Khammam,2019-01-02,16.715,33.33
Khammam,2019-01-03,18.12,35.5
Khammam,2019-01-04,18.71,35.5
Khammam,2019-01-05,20.1,35.025
Khammam,2019-01-06,20.1,32.92
Khammam,2019-01-07,20,32.91
Khammam,2019-01-08,20.1,34.6
Khammam,2019-01-09,18.34,34.125
Khammam,2019-01-10,19.335,35.5
Khammam,2019-01-11,22.6,33.215
Khammam,2019-01-12,22.6,34.6
Khammam,2019-01-13,22.125,33.015
Khammam,2019-01-14,20.71,34.6
Khammam,2019-01-15,21.325,34.63
Khammam,2019-01-16,21.01,35.5
Khammam,2019-01-17,21.415,34.6
Khammam,2019-01-18,20.605,34.6
Khammam,2019-01-19,21.03,34.6
Khammam,2019-01-20,20.305,34.63
Khammam,2019-01-21,20.11,34.6
Khammam,2019-01-22,20.41,34.6
Khammam,2019-01-23,19.7,34.6
Khammam,2019-01-24,21.8,34.6
Khammam,2019-01-25,22.71,34.6
Khammam,2019-01-26,23.3,32.72
Khammam,2019-01-27,24.4,32.795
Khammam,2019-01-28,21.325,32.3
Khammam,2019-01-29,20.625,29.515
Khammam,2019-01-30,16.7,32.305
Khammam,2019-01-31,19.5,34.6
Khammam,2019-02-01,20.305,34.6
Khammam,2019-02-02,20.615,34.6
Khammam,2019-02-03,21.8,34.6
Khammam,2019-02-04,22,34.6
Khammam,2019-02-05,21.8,35.02
Khammam,2019-02-06,22,35.21
Khammam,2019-02-07,22,34.805
Khammam,2019-02-08,24.4,34.625
Khammam,2019-02-09,24.505,34.91
Khammam,2019-02-10,21.81,34.91
Khammam,2019-02-11,24.41,35.41
Khammam,2019-02-12,24.41,34.8
Khammam,2019-02-13,22.315,35.01
Khammam,2019-02-14,22.71,35.52
Khammam,2019-02-15,21.43,35.9
Khammam,2019-02-16,24.4,35.61
Khammam,2019-02-17,24.4,35.305
Khammam,2019-02-18,26.9,35.9
Khammam,2019-02-19,26.9,36.92
Khammam,2019-02-20,26.91,36.82
Khammam,2019-02-21,23.545,37.5
Khammam,2019-02-22,24.4,37.415
Khammam,2019-02-23,22.33,37.9
Khammam,2019-02-24,21.805,38.71
Khammam,2019-02-25,24.02,37.9
Khammam,2019-02-26,22.62,38
Khammam,2019-02-27,23.9,37.12
Khammam,2019-02-28,23.905,35.605
Khammam,2019-03-01,23.01,36.23
Khammam,2019-03-02,23.9,36.135
Khammam,2019-03-03,23.14,35.5
Khammam,2019-03-04,23.9,35.705
Khammam,2019-03-05,24.31,37.515
Khammam,2019-03-06,24.805,37.705
Khammam,2019-03-07,24.425,38.04
Khammam,2019-03-08,25.605,37.805
Khammam,2019-03-09,25.11,37.905
Khammam,2019-03-10,24.105,37.805
Khammam,2019-03-11,24.2,37.805
Khammam,2019-03-12,23.9,38.08
Khammam,2019-03-13,24.03,37.905
Khammam,2019-03-14,22.115,38.81
Khammam,2019-03-15,24.11,39.115
Khammam,2019-03-16,22.7,39.7
Khammam,2019-03-17,23.03,38.805
Khammam,2019-03-18,21.605,38.545
Khammam,2019-03-19,22.82,37.705
Khammam,2019-03-20,24.235,37.805
Khammam,2019-03-21,24.545,37.52
Khammam,2019-03-22,23.725,37.805
Khammam,2019-03-23,24.435,37.91
Khammam,2019-03-24,25.23,39.5
Khammam,2019-03-25,25.225,39.605
Khammam,2019-03-26,24.845,39.505
Khammam,2019-03-27,24.8,39.005
Khammam,2019-03-28,26.4,39.125
Khammam,2019-03-29,25.41,40.31
Khammam,2019-03-30,26.5,39.925
Khammam,2019-03-31,25.72,41.9
Khammam,2019-04-01,26.505,41.7
Khammam,2019-04-02,24.83,40
Khammam,2019-04-03,24.71,39.41
Khammam,2019-04-04,24.125,39.525
Khammam,2019-04-05,24.51,39.32
Khammam,2019-04-06,26.5,40.905
Khammam,2019-04-07,23.905,41.405
Khammam,2019-04-08,26.215,40.34
Khammam,2019-04-09,26.71,40.02
Khammam,2019-04-10,26.85,40.205
Khammam,2019-04-11,26.51,42.2
Khammam,2019-04-12,26.5,41.71
Khammam,2019-04-13,24.625,41.81
Khammam,2019-04-14,25.915,42.1
Khammam,2019-04-15,26.01,42.605
Khammam,2019-04-16,25.915,42.505
Khammam,2019-04-17,25.1,42.105
Khammam,2019-04-18,28.225,39.92
Khammam,2019-04-19,27.31,39.76
Khammam,2019-04-20,27.915,41.22
Khammam,2019-04-21,28.005,40.805
Khammam,2019-04-22,28.14,40.545
Khammam,2019-04-23,26.045,40.71
Khammam,2019-04-24,25.5,42.305
Khammam,2019-04-25,27.53,41.81
Khammam,2019-04-26,28.15,41.905
Khammam,2019-04-27,29.41,42.535
Khammam,2019-04-28,29.415,42.42
Khammam,2019-04-29,28.21,42.505
Khammam,2019-04-30,30.22,42.56
Khammam,2019-05-01,28.71,42.52
Khammam,2019-05-02,27.305,41.9
Khammam,2019-05-03,29.425,42.5
Khammam,2019-05-04,27.52,42.31
Khammam,2019-05-05,28.01,45
Khammam,2019-05-06,28.9,46.2
Khammam,2019-05-07,32.635,46.2
Khammam,2019-05-08,30.135,45.005
Khammam,2019-05-09,29.72,45.8
Khammam,2019-05-10,30.71,46.305
Khammam,2019-05-11,31.73,45.905
Khammam,2019-05-12,27.54,42.3
Khammam,2019-05-13,30.2,41.9
Khammam,2019-05-14,30.1,42.215
Khammam,2019-05-15,32.455,41.805
Khammam,2019-05-16,30.72,42.205
Khammam,2019-05-17,31.81,42.715
Khammam,2019-05-18,31.945,41.9
Khammam,2019-05-19,32.32,44.41
Khammam,2019-05-20,31.635,44.115
Khammam,2019-05-21,30.38,44.52
Khammam,2019-05-22,31.36,43.515
Khammam,2019-05-23,30.355,43.325
Khammam,2019-05-24,31.13,41.8
Khammam,2019-05-25,32.35,43.93
Khammam,2019-05-26,32.41,45.01
Khammam,2019-05-27,32.175,46.215
Khammam,2019-05-28,32.505,44.705
Khammam,2019-05-29,32.56,45.005
Khammam,2019-05-30,27.405,43.14
Khammam,2019-05-31,29.91,38.72
Khammam,2019-06-01,29.8,41.8
Khammam,2019-06-02,30.1,41.5
Khammam,2019-06-03,30.6,43.5
Khammam,2019-06-04,29.9,42.4
Khammam,2019-06-05,31,42
Khammam,2019-06-06,31.1,44.9
Khammam,2019-06-07,27.5,42
Khammam,2019-06-08,30.1,42.2
Khammam,2019-06-09,31.1,42.2
Khammam,2019-06-10,32.6,43.3
Khammam,2019-06-11,30.1,41.2
Khammam,2019-06-12,30.1,42.4
Khammam,2019-06-13,32.6,42.5
Khammam,2019-06-14,32.6,42.2
Khammam,2019-06-15,32.8,42.2
Khammam,2019-06-16,33.1,42.9
Khammam,2019-06-17,30.4,42.8
Khammam,2019-06-18,25.8,37.8
Khammam,2019-06-19,31.6,40.1
Khammam,2019-06-20,32.7,42
Khammam,2019-06-21,27.5,40.3
Khammam,2019-06-22,27.9,35.4
Khammam,2019-06-23,27.7,35.9
Khammam,2019-06-24,27.5,35.8
Khammam,2019-06-25,27.5,39.3
Khammam,2019-06-26,27.9,38.8
Khammam,2019-06-27,27.8,37.8
Khammam,2019-06-28,30.3,39.4
Khammam,2019-06-29,30.4,37.9
Khammam,2019-06-30,28.5,35.6
Khammam,2019-07-01,28.2,35.2
Khammam,2019-07-02,27.5,33.7
Khammam,2019-07-03,28.8,33.3
Khammam,2019-07-04,29.7,35.9
Khammam,2019-07-05,30.1,37.8
Khammam,2019-07-06,27.5,35
Khammam,2019-07-07,30.1,36.7
Khammam,2019-07-08,29.2,37.8
Khammam,2019-07-09,28.7,38
Khammam,2019-07-10,29.4,37.8
Khammam,2019-07-11,28.7,37.9
Khammam,2019-07-12,27.5,37.8
Khammam,2019-07-13,29.6,38
Khammam,2019-07-14,25.2,38
Khammam,2019-07-15,27.5,37.6
Khammam,2019-07-16,26.7,37.9
Khammam,2019-07-17,27.8,37.9
Khammam,2019-07-18,30,38.2
Khammam,2019-07-19,27.5,38.1
Khammam,2019-07-20,26.8,35.6
Khammam,2019-07-21,27.1,33.2
Khammam,2019-07-22,26.8,37.2
Khammam,2019-07-23,27.5,37.4
Khammam,2019-07-24,27.1,37.2
Khammam,2019-07-25,30.1,37.9
Khammam,2019-07-26,25,37.6
Khammam,2019-07-27,24.8,27.3
Khammam,2019-07-28,24.9,30.3
Khammam,2019-07-29,24.9,27.5
Khammam,2019-07-30,24.9,30.4
Khammam,2019-07-31,27.2,33.3
Khammam,2019-08-01,25.4,35.8
Khammam,2019-08-02,24.9,33
Khammam,2019-08-03,24.9,27.3
Khammam,2019-08-04,27,31.3
Khammam,2019-08-05,27.2,34
Khammam,2019-08-06,24.9,33.9
Khammam,2019-08-07,24.9,30.7
Khammam,2019-08-08,25.3,31.1
Khammam,2019-08-09,25.5,34.1
Khammam,2019-08-10,27.5,35.2
Khammam,2019-08-11,28.3,35.4
Khammam,2019-08-12,27.7,35.2
Khammam,2019-08-13,27.1,34.8
Khammam,2019-08-14,26.1,34
Khammam,2019-08-15,27,34.8
Khammam,2019-08-16,27.5,35.4
Khammam,2019-08-17,27.3,36.6
Khammam,2019-08-18,27.5,35.8
Khammam,2019-08-19,26.6,35.3
Khammam,2019-08-20,27.3,36.5
Khammam,2019-08-21,26.7,34.7
Khammam,2019-08-22,25.7,35.5
Khammam,2019-08-23,25.3,35.2
Khammam,2019-08-24,27.2,32.7
Khammam,2019-08-25,25.4,35.2
Khammam,2019-08-26,27.3,35.3
Khammam,2019-08-27,27.8,35.8
Khammam,2019-08-28,27.5,35.8
Khammam,2019-08-29,27.5,36.7
Khammam,2019-08-30,27.7,36.6
Khammam,2019-08-31,25.6,35.9
Khammam,2019-09-01,25.6,33.7
Khammam,2019-09-02,25.1,31.1
Khammam,2019-09-03,25.9,32.3
Khammam,2019-09-04,25.6,30.6
Khammam,2019-09-05,24.3,33.1
Khammam,2019-09-06,27.5,35
Khammam,2019-09-07,27.5,32.7
Khammam,2019-09-08,27.5,33.8
Khammam,2019-09-09,27.9,34.6
Khammam,2019-09-11,27.5,34.9
Khammam,2019-09-12,27.5,33.03333333
Khammam,2019-09-13,26.4,33
Khammam,2019-09-14,25.6,33.9
Khammam,2019-09-15,25.45,35.7
Khammam,2019-09-16,27.5,35.6
Khammam,2019-09-17,27.5,35.33333333
Khammam,2019-09-18,25.1,35.1
Khammam,2019-09-19,25.8,34.5
Khammam,2019-09-20,27.5,35.2
Khammam,2019-09-21,27.2,35.6
Khammam,2019-09-22,27.5,36.4
Khammam,2019-09-23,27.2,36
Khammam,2019-09-24,25.9,36.1
Khammam,2019-09-25,25.9,33.3
Khammam,2019-09-26,25.6,32.9
Khammam,2019-09-27,24.9,31.36666667
Khammam,2019-09-28,24.9,34.9
Khammam,2019-09-29,26.9,35.4
Khammam,2019-09-30,27.5,35.7
Khammam,2019-10-01,27.1,35.4
Khammam,2019-10-02,25.1,35.9
Khammam,2019-10-03,26.1,36.2
Khammam,2019-10-04,24.9,36
Khammam,2019-10-05,25.5,36.2
Khammam,2019-10-06,25.3,36
Khammam,2019-10-07,25.2,36.5
Khammam,2019-10-08,25.5,36
Khammam,2019-10-09,25.6,35.4
Khammam,2019-10-10,26.3,35.9
Khammam,2019-10-11,25.3,35.8
Khammam,2019-10-12,25.1,36.3
Khammam,2019-10-13,25.9,36.3
Khammam,2019-10-14,24.9,36.3
Khammam,2019-10-15,25.5,35.6
Khammam,2019-10-16,25.3,35.5
Khammam,2019-10-17,24.9,34.8
Khammam,2019-10-18,24.9,34.7
Khammam,2019-10-19,25.4,34.6
Khammam,2019-10-20,24.9,34.1
Khammam,2019-10-21,25.3,34.9
Khammam,2019-10-22,25.2,33.8
Khammam,2019-10-23,25.1,30.8
Khammam,2019-10-24,24.9,30.9
Khammam,2019-10-25,25.8,35.2
Khammam,2019-10-26,26.6,35.1
Khammam,2019-10-27,24.9,35.4
Khammam,2019-10-28,26.8,35.7
Khammam,2019-10-29,27.2,35.3
Khammam,2019-10-30,27,34.4
Khammam,2019-10-31,25.2,35.3
Khammam,2019-11-01,25.1,34.7
Khammam,2019-11-02,25.3,35.8
Khammam,2019-11-03,24.5,35.8
Khammam,2019-11-04,24.4,35.5
Khammam,2019-11-05,24.3,35.6
Khammam,2019-11-06,24.8,36
Khammam,2019-11-07,24.1,35.5
Khammam,2019-11-08,23.2,34.7
Khammam,2019-11-09,22.3,33.4
Khammam,2019-11-10,22.1,34.4
Khammam,2019-11-11,24,34.9
Khammam,2019-11-12,23.2,35.2
Khammam,2019-11-13,22.4,35
Khammam,2019-11-14,22.4,34.3
Khammam,2019-11-15,22.5,34.6
Khammam,2019-11-16,24.1,35.5
Khammam,2019-11-17,22.3,35.9
Khammam,2019-11-18,23.3,35.8
Khammam,2019-11-19,24.7,35.4
Khammam,2019-11-20,24,34.8
Khammam,2019-11-21,22.3,35.1
Khammam,2019-11-22,21.6,34.3
Khammam,2019-11-23,21.7,35.4
Khammam,2019-11-24,21.1,34.3
Khammam,2019-11-25,21.8,33
Khammam,2019-11-26,21,34.6
Khammam,2019-11-27,20.5,33.7
Khammam,2019-11-28,22,33.5
Khammam,2019-11-29,22.3,34.5
Khammam,2019-11-30,21.9,35.1
Khammam,2019-12-01,23.2,35
Khammam,2019-12-02,25,33.2
Khammam,2019-12-03,22.8,32.4
Khammam,2019-12-04,21.8,33.2
Khammam,2019-12-05,20.7,32.6
Khammam,2019-12-06,20.1,32.25
Khammam,2019-12-07,18.96666667,31.6
Khammam,2019-12-08,20.8,32.7
Khammam,2019-12-09,21.8,33.65
Khammam,2019-12-10,20.7,34.3
Khammam,2019-12-11,19.9,34.7
Khammam,2019-12-12,20.7,34.35
Khammam,2019-12-13,21.3,33.45
Khammam,2019-12-14,22.2,33.3
Khammam,2019-12-15,20.76666667,35.1
Khammam,2019-12-16,21.13333333,33.8
Khammam,2019-12-17,21.8,32.9
Khammam,2019-12-18,21.45,32.9
Khammam,2019-12-19,21.1,33.2
Khammam,2019-12-20,22,32.9
Khammam,2019-12-21,21.1,33.1
Khammam,2019-12-22,21.36666667,33
Khammam,2019-12-23,20.6,33.3
Khammam,2019-12-24,20.16666667,32.6
Khammam,2019-12-25,20.56666667,33.05
Khammam,2019-12-26,21.4,33.3
Khammam,2019-12-27,22.6,32.6
Khammam,2019-12-28,21.55,32.7
Khammam,2019-12-29,20.4,32.6
Khammam,2019-12-30,19.1,30.9
Khammam,2019-12-31,21.6,32.4